s,l,phase,region,p_omega_unit,rho_euler,j_l_unit,p_l_unit,rho_packet,Tkk_plus,Tkk_minus,packet_norm,gtt,W,S,q,E,U,ricci_scalar,cond_metric
-0.35,-1.85,pre_catch_support,outer_shoulder,0.008901532942057675,-0.0025356169237989593,-2.97377546280072e-13,-0.002895278701968693,nan,-0.0054417171899804,-0.005441717191171892,98.63604239901215,-1.0019925930369842,4.118571744815558e-06,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-0.4384005595366762,4.984523493569536
-0.35,-1.3625,pre_catch_support,support_edge,0.4433198420523157,-0.03740960304995686,-9.52163438495687e-10,-0.04861964037646382,nan,-0.49146258415532706,-0.4914626044194473,305.1348347561815,-5.712738770133747,0.12353470281937373,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-22.001946773497995,3.17314220673223
-0.35,-0.8750000000000001,pre_catch_support,support_edge,-1.7077132722799274e-07,0.017090400966981528,4.942603167734276e-11,-0.01709045523289683,nan,-0.024329107083443248,-0.024240657822818017,503541.75779159786,-447515.89085044496,0.9950945942942779,0.0006807280768703627,0.9999999809800574,0.9999914251344262,9.981696020698388,0.8590672020460313,260504.9222452265
-0.35,-0.3875000000000002,pre_catch_support,packet_in_support,-8.219746048271587e-09,0.023232116272666265,1.0709286823719242e-07,-0.023232359972471726,0.023232115039679344,-0.16632309364778056,-0.0107206948569487,-363229.66520913265,625487.0049007398,0.9999185650843905,0.9968786674124848,0.9999999809800574,0.9999914251344262,9.981696020698388,1.1677800768053674,833566.067569306
-0.35,0.09999999999999987,pre_catch_support,core_throat,4.623540049964646e-06,0.02530277304181655,1.3063923561012139e-09,-0.025302867750345723,nan,-0.03502846281220495,-0.0331492559925167,593402.8729383058,-359466.45204732765,0.9999680082337281,0.021678363159701397,0.9999999809800574,0.9999914251344262,9.981696020698388,1.2716260766309153,407042.94210914517
-0.35,0.5874999999999999,pre_catch_support,core_throat,1.0544457289832488e-07,0.020857332587122742,5.749978474459157e-14,-0.020857378106551663,nan,-0.017382546903904002,-0.017382459075100942,611734.7082551268,-381869.9707454098,0.9997012560746728,2.220446049250313e-16,0.9999999809800574,0.9999914251344262,9.981696020698388,1.0483997343146738,334393.4086940566
-0.35,1.0749999999999997,pre_catch_support,support_edge,-8.731415782037053e-06,0.014637779866362343,1.2597695740756613e-13,-0.014638810955726143,nan,-0.2395113763884595,-0.23951125926242176,329339.38799846405,-232289.58248792274,0.9377602233752951,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,0.7362398736964477,118661.91372328514
-0.35,1.5625,pre_catch_support,outer_shoulder,0.32809357057565586,-0.02272321795675653,2.0015815650333615e-10,-0.020405516614576305,nan,-0.046654431396653186,-0.04665443053358928,101.1976863060492,-1.0817481994042062,0.002844909664979467,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-16.550031801749302,3.749530083289312
-0.35,2.05,pre_catch_support,outer_shoulder,0.0023739070230414795,-0.001870806487685053,2.5131611598427688e-15,-0.0018944220135029004,nan,-0.003765615833815525,-0.003765615833805472,98.63417342846022,-1.000102870947254,2.272045945828083e-08,0.0,0.9999999809800574,0.9999914251344262,9.981696020698388,-0.11873205718831176,5.764996959830574
-0.016666666666666663,-1.85,catch_rematch,outer_shoulder,0.008901528295792226,-0.002535616898331234,-1.2096722950385228e-11,-0.0028952784056509176,nan,-0.00544171683575911,-0.005441716884223278,79.06936795634059,-1.0019925915347894,4.118571744815558e-06,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,-0.4384003327971061,4.984523493928392
-0.016666666666666663,-1.3625,catch_rematch,support_edge,0.44332086915203045,-0.03740965162036165,-3.8654995803985905e-08,-0.04861967005002665,nan,-0.49146198490046894,-0.49146280756423083,244.0911394007524,-5.71273127219732,0.12353470281937373,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,-22.001998876090127,3.173137271132383
-0.016666666666666663,-0.8750000000000001,catch_rematch,support_edge,-3.501368128576659e-07,0.017090400974768532,-2.6881667160475405e-12,-0.017090452428546905,nan,-0.02302377367549357,-0.023028585626707797,317795.69002247567,-447511.9297275753,0.9950945942942779,1.982303210468217e-13,0.9999992278406113,0.9996520010246198,8.948090479262502,0.8590761476534101,260502.6760883545
-0.016666666666666663,-0.3875000000000002,catch_rematch,core_throat,-1.4002132002388262e-06,0.023231951015766812,5.117295497471339e-08,-0.023232486377858862,0.023127439996278816,-0.2315906831103421,-0.15733707536808209,-2203.5780168407946,-277031.8457136649,0.9999185650843905,0.3284701638638926,0.9999992278406113,0.9996520010246198,8.948090479262502,1.1678490695829145,406426.9054705912
-0.016666666666666663,0.09999999999999987,catch_rematch,packet_in_support,-2.7978155047301672e-08,0.02530277297626447,1.1649693695381279e-07,-0.025303004703691796,0.025302770858404794,-0.16726369706922065,0.0004519506240182754,-359901.7397223092,430868.9859855029,0.9999680082337281,0.9944322734300073,0.9999992278406113,0.9996520010246198,8.948090479262502,1.2718633278031537,797606.0877777814
-0.016666666666666663,0.5874999999999999,catch_rematch,core_throat,1.0902756736738128e-07,0.020857332586621327,2.957792789505001e-12,-0.020857378145463786,nan,-0.017399644376063405,-0.01739512648270818,416595.8143872138,-381866.2741964169,0.9997012560746728,9.650938215421956e-06,0.9999992278406113,0.9996520010246198,8.948090479262502,1.048399555179095,334390.6491335658
-0.016666666666666663,1.0749999999999997,catch_rematch,support_edge,-8.731395492937372e-06,0.014637779862570456,5.114376095469145e-12,-0.014638810959303852,nan,-0.23951317840362835,-0.23950842340639059,219047.285427911,-232287.42090510754,0.9377602233752951,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,0.7362398726712234,118660.98673009865
-0.016666666666666663,1.5625,catch_rematch,outer_shoulder,0.3280934558045798,-0.022723204878710504,8.125961590265655e-09,-0.020405504964515382,nan,-0.046654418973686385,-0.04665438393532211,81.11229870817337,-1.081748135385787,0.002844909664979467,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,-16.550025996836617,3.749530267560326
-0.016666666666666663,2.05,catch_rematch,outer_shoulder,0.002373906645441293,-0.0018708064875356703,6.282934664807253e-14,-0.0018944219955668398,nan,-0.0037656158155570892,-0.003765615815305835,79.06823710953802,-1.0001028708697732,2.272045945828083e-08,0.0,0.9999992278406113,0.9996520010246198,8.948090479262502,-0.1187320386550842,5.764996959832866
0.31666666666666665,-1.85,catch_rematch,outer_shoulder,0.00890133961199285,-0.002535615864428567,-4.911692984380307e-10,-0.0028952663762677115,nan,-0.005441702455574122,-0.005441704423391099,1.4065219886668445,-1.0019925305515267,4.118571744815558e-06,0.0,0.9999686533049519,0.9860641843881844,1.5519095207374982,-0.4383911248614656,4.984523508496532
0.31666666666666665,-1.3625,catch_rematch,support_edge,0.44336256476043734,-0.0374116234219497,-1.5692937300561749e-06,-0.048620874690997774,nan,-0.49143765775763704,-0.49147105409864966,1.8013123041984942,-5.712426893415778,0.12353470281937373,0.0,0.9999686533049519,0.9860641843881844,1.5519095207374982,-22.00411400681232,3.172936910780857
0.31666666666666665,-0.8750000000000001,catch_rematch,support_edge,-3.4840987504480577e-07,0.01709040095431416,-1.0916624546998171e-10,-0.017090452424914332,0.017090398214930216,-0.022926878511122226,-0.023122213821780768,-424320.2386070418,-447333.9361140022,0.9950945942942779,0.0,0.9999686533049519,0.9860641843881844,1.5519095207374982,0.8590760602426768,260415.76247624494
0.31666666666666665,-0.3875000000000002,catch_rematch,core_throat,6.658304532897144e-08,0.02323210871036617,-7.133693552011358e-11,-0.023232173643796865,0.02323210414179522,-0.023525257243669544,-0.023628865844191854,-339036.6593566214,-363095.8859508706,0.9999185650843905,1.9004224860452723e-08,0.9999686533049519,0.9860641843881844,1.5519095207374982,1.1677714437952698,373226.8985800681
0.31666666666666665,0.09999999999999987,catch_rematch,packet_in_support,-8.55428094771465e-08,0.02530277376159705,1.952026771155943e-08,-0.025302835647125703,0.02530277334737137,-0.03631579317891834,-0.008215818721863291,-359751.0194251455,-337622.77067959827,0.9999680082337281,0.9733481585770358,0.9999686533049519,0.9860641843881844,1.5519095207374982,1.271861992200913,415806.05777864077
0.31666666666666665,0.5874999999999999,catch_rematch,packet_in_support,-1.045005878159574e-06,0.020857328390568117,1.0515586332198876e-08,-0.02085731559850164,0.020857327868937073,-0.003049324707749845,0.012815203795199742,-381468.3143936332,-362336.9535118853,0.9997012560746728,0.9121715917814133,0.9999686533049519,0.9860641843881844,1.5519095207374982,1.0484558857920725,340678.42507879296
0.31666666666666665,1.0749999999999997,catch_rematch,support_edge,-8.730571035585504e-06,0.014637779708610956,2.0769081222654927e-10,-0.014638811104566883,0.014637715572823246,-0.23958632898465249,-0.23939330527464942,-218627.30305630498,-232199.6860214588,0.9377602233752951,4.3707082397759223e-10,0.9999686533049519,0.9860641843881844,1.5519095207374982,0.7362398310109106,118623.36043611335
0.31666666666666665,1.5625,catch_rematch,outer_shoulder,0.3280887961305597,-0.02272267395955712,3.2987346663340277e-07,-0.020405032016392717,nan,-0.046653914628063314,-0.04665249224899733,1.3906165602026592,-1.081745536489849,0.002844909664979467,0.0,0.9999686533049519,0.9860641843881844,1.5519095207374982,-16.549790319102982,3.749537748256583
0.31666666666666665,2.05,catch_rematch,outer_shoulder,0.002373891295369273,-0.0018708064814400888,2.5998767267323793e-12,-0.0018944212674318838,nan,-0.0037656150744806716,-0.003765615064083871,1.4083207968098188,-1.00010286772438,2.272045945828083e-08,0.0,0.9999686533049519,0.9860641843881844,1.5519095207374982,-0.11873128522313711,5.764996959925817
0.65,-1.85,shift_fade,outer_shoulder,0.008893688245661174,-0.0025355739439131835,-1.9890773113420904e-08,-0.002894778634993958,-0.004524879699438716,-0.005441119450133658,-0.005441199140196121,-0.7333408653338527,-1.00199005793836,4.118571744815558e-06,0.0,0.9987289837369187,0.6354235592583606,0.5183039793016111,-0.4380177299390998,4.984524099173738
0.65,-1.3625,shift_fade,support_edge,0.4450520831025563,-0.03749162415620949,-6.371233005480996e-05,-0.048669733667508014,-0.05226593694490789,-0.49045175407391045,-0.4918048292398264,-4.863187171277996,-5.7000992563475625,0.12353470281937373,0.0,0.9987289837369187,0.6354235592583606,0.5183039793016111,-22.08982113913855,3.1648227109651947
0.65,-0.8750000000000001,shift_fade,support_edge,-2.773402199397558e-07,0.01709040011916065,-4.487691346308923e-09,-0.017090452276683345,0.017090400502166526,-0.019007753167534117,-0.026909263343880174,-437638.3747703377,-440176.35560281697,0.9950945942942779,0.0,0.9987289837369187,0.6354235592583606,0.5183039793016111,0.8590724631770266,256915.7857227265
0.65,-0.3875000000000002,shift_fade,core_throat,1.606322653878196e-07,0.02323210775863525,-2.9322872112767845e-09,-0.023232173582280302,0.02323210777539592,-0.021428087322041715,-0.025619834704781873,-354725.44616352423,-357378.5832821659,0.9999185650843905,0.0,0.9987289837369187,0.6354235592583606,0.5183039793016111,1.167766690900162,368189.9805190755
0.65,0.09999999999999987,shift_fade,core_throat,1.403576624630638e-07,0.025302772401294662,8.285709316330576e-10,-0.02530285208346148,0.025302771655144416,-0.028804604124689204,-0.02763092023481695,-351475.2461071682,-354128.95133725373,0.9999680082337281,0.00018940594292343738,0.9987289837369187,0.6354235592583606,0.5183039793016111,1.271851016106749,401223.72930044885
0.65,0.5874999999999999,shift_fade,packet_in_support,2.016843126499836e-07,0.020857331556501983,6.348883476241682e-09,-0.020857366260246344,0.02085733113122025,-0.0178079232702031,-0.008267252203791582,-375324.71533518,-374623.38742691895,0.9997012560746728,0.9964854443252951,0.9987289837369187,0.6354235592583606,0.5183039793016111,1.048394573145273,330115.9146335922
0.65,1.0749999999999997,shift_fade,support_edge,-8.236318051652346e-06,0.014637773248722227,1.1105741447948676e-08,-0.01463882638421348,0.014637764948492367,-0.24590095041799231,-0.2357404039012307,-227258.1256979939,-228668.91245128267,0.9377602233752951,0.05908603257506512,0.9987289837369187,0.6354235592583606,0.5183039793016111,0.7362152088109093,117107.90992257134
0.65,1.5625,shift_fade,outer_shoulder,0.327899155448018,-0.02270114518303847,1.3360135801471723e-05,-0.02038585434331181,-0.03746304607575045,-0.04663343039048558,-0.04657582836920587,-0.8058782682821561,-1.081640167386086,0.002844909664979467,2.0539125955565396e-15,0.9987289837369187,0.6354235592583606,0.5183039793016111,-16.540198849027163,3.749841074029959
0.65,2.05,shift_fade,outer_shoulder,0.0023732689349518572,-0.001870806234277834,1.0524537942243806e-10,-0.0018943917446215216,-0.0032536218673540574,-0.003765585026498057,-0.0037655846056260226,-0.731463669087155,-1.0001027401918445,2.272045945828083e-08,0.0,0.9987289837369187,0.6354235592583606,0.5183039793016111,-0.1187007377537815,5.764996963694622
0.9833333333333333,-1.85,shift_fade,outer_shoulder,0.008596731000159797,-0.0025339556156923106,-7.319909612418831e-07,-0.0028759496959831696,-0.004334552747085307,-0.005418688780651531,-0.005421621158332444,-0.7516011792033872,-1.0018946094665255,4.118571744815558e-06,0.0,0.9508725905449957,0.041164308363363045,0.500284321534328,-0.42352358055211264,4.984546901830001
0.9833333333333333,-1.3625,shift_fade,support_edge,0.5084818304289456,-0.040657577553757054,-0.002585902685628377,-0.050577666613357844,-0.05349786528919795,-0.45307864879883636,-0.5037963560790457,-4.505589952506595,-5.2439987069316185,0.12353470281937373,0.0,0.9508725905449957,0.041164308363363045,0.500284321534328,-25.30976549312576,2.8654755422055858
0.9833333333333333,-0.8750000000000001,shift_fade,support_edge,4.536496774826026e-06,0.017090357316192167,-2.9504030974555875e-07,-0.017090444935048712,0.017090404472806336,0.1186586377875058,-0.16004211230399354,-234631.22377292867,-236156.21197649697,0.9950945942942779,0.0,0.9508725905449957,0.041164308363363045,0.500284321534328,0.8588292330666794,152100.39428195532
0.9833333333333333,-0.3875000000000002,shift_fade,core_throat,6.319905981207071e-06,0.023232058663471722,-1.9202330315308015e-07,-0.023232170690232205,0.023232092831465184,0.05267929259549236,-0.0960692664232076,-192068.1730846084,-193658.96879286895,0.9999185650843905,0.0,0.9508725905449957,0.041164308363363045,0.500284321534328,1.1674557854541119,217502.89513691017
0.9833333333333333,0.09999999999999987,shift_fade,core_throat,6.335266432071303e-06,0.02530271676118964,5.419458593811514e-08,-0.02530285214933974,0.025302705678349025,-0.04680087463061639,-0.005183313722795251,-190390.56217238688,-191982.04687010543,0.9999680082337281,2.4924506902834764e-14,0.9508725905449957,0.041164308363363045,0.500284321534328,1.271538229296005,237011.80983406116
0.9833333333333333,0.5874999999999999,shift_fade,core_throat,6.201475024691066e-06,0.02085728928518111,2.555022486064234e-07,-0.020857366657396313,0.020857243456593275,-0.11949499064763544,0.08806779805704448,-201524.53088779646,-203090.87258969134,0.9997012560746728,0.16413047338394354,0.9508725905449957,0.041164308363363045,0.500284321534328,1.048091938357787,194824.92715837387
0.9833333333333333,1.0749999999999997,shift_fade,packet_in_support,-4.9398307004892146e-06,0.014637460679524412,5.497720889999348e-07,-0.014639104114471578,0.014637357802337143,-0.347285670804417,-0.06881000656415143,-125727.88521847689,-126592.36388328482,0.9377602233752951,0.995649918177969,0.9508725905449957,0.041164308363363045,0.500284321534328,0.7360486336857317,71152.6157060501
0.9833333333333333,1.5625,shift_fade,outer_shoulder,0.3195475965456428,-0.02186671728895796,0.0004935266592890273,-0.019643117712072226,-0.03547073452230064,-0.045790225891501043,-0.043670136577237215,-0.8209816660283067,-1.0775803188150235,0.002844909664979467,3.947847021606998e-05,0.9508725905449957,0.041164308363363045,0.500284321534328,-16.11809925874566,3.7615728571562967
0.9833333333333333,2.05,shift_fade,outer_shoulder,0.002349234469889203,-0.0018707966926822073,3.872895120164191e-09,-0.001893252041414513,-0.0031272250168390375,-0.0037644246655617808,-0.003764409177930449,-0.7498133647434921,-1.000097816918803,2.272045945828083e-08,0.0,0.9508725905449957,0.041164308363363045,0.500284321534328,-0.11752103783112623,5.764997109186122
1.3166666666666664,-1.85,throat_relax,outer_shoulder,0.004548467823844927,-0.002512713851862406,-3.4274252626430466e-06,-0.002628835015684807,-0.004220596829449304,-0.005137995621427354,-0.0051517127016409035,-0.7506353896572706,-1.000642859588047,4.118571744815558e-06,0.0,0.3228421853978348,0.0010563784379240548,0.500004408209329,-0.2257124844401484,4.9848461577349115
1.3166666666666664,-1.3625,throat_relax,support_edge,0.480615646019885,-0.08132509215125859,-0.04802520681090169,-0.06529375886369103,-0.06523423572977818,-0.09117421246495377,-0.4235340039026118,-1.394284846292706,-1.7552593435447283,0.12353470281937373,0.0,0.3228421853978348,0.0010563784379240548,0.500004408209329,-24.56128867192499,1.9478068939348607
1.3166666666666664,-0.8750000000000001,throat_relax,support_edge,-0.02773981937457616,0.01693463710564951,-0.004198490590377591,-0.01705830290009722,0.019357512837433984,0.5521325542971474,-0.5686369302555879,-61.91047836671438,-66.72975349468659,0.9950945942942779,0.0,0.3228421853978348,0.0010563784379240548,0.500004408209329,2.248691173208303,87.39292549548671
1.3166666666666664,-0.3875000000000002,throat_relax,core_throat,-0.032646779153369866,0.023007916812959134,-0.0025971050961695477,-0.023231308082291596,0.02456661269026287,0.3100843404485645,-0.33795594023963965,-57.49401991941167,-62.38292094932934,0.9999185650843905,0.0,0.3228421853978348,0.0010563784379240548,0.500004408209329,2.8031245845732538,121.32537478166837
1.3166666666666664,0.09999999999999987,throat_relax,core_throat,-0.0328787491190528,0.02504923907671003,0.0007309864095175495,-0.025312960036105298,0.024581859716546146,-0.10733615753079286,0.0745298029366513,-57.30937008558823,-62.19898992740045,0.9999680082337281,0.0,0.3228421853978348,0.0010563784379240548,0.500004408209329,2.9184063114370877,132.1675420833311
1.3166666666666664,0.5874999999999999,throat_relax,core_throat,-0.031435798349231076,0.02066644109872007,0.003507663575671315,-0.020838329427849175,0.018542192085539037,-0.4556147906938313,0.43381992379154743,-58.5125895357285,-63.39833254739051,0.9997012560746728,3.449785734854771e-09,0.3228421853978348,0.0010563784379240548,0.500004408209329,2.623264233102428,108.82037830502587
1.3166666666666664,1.0749999999999997,throat_relax,packet_in_support,-0.03896453802425712,0.014123428030662665,0.005302153018789,-0.014947618671890834,0.010901777210748193,-0.619243797738714,0.5302338648869873,-49.940836624546144,-53.998386006148834,0.9377602233752951,0.9548795089041431,0.3228421853978348,0.0010563784379240548,0.500004408209329,2.689206400222691,58.18651949263489
1.3166666666666664,1.5625,throat_relax,packet_outer,0.10183042244364386,-0.010295853225524516,0.0024269262336763563,-0.009451202705921627,-0.01991964657668102,-0.025227917027429148,-0.015280915133726066,-0.773564710457008,-1.0256929514400939,0.002844909664979467,0.9505238482891696,0.3228421853978348,0.0010563784379240548,0.500004408209329,-5.139783693414668,3.919616859794622
1.3166666666666664,2.05,throat_relax,outer_shoulder,0.002032987143772209,-0.001870671459226249,1.8122841719494943e-08,-0.0018782954339052488,-0.003120325410277571,-0.00374912763918132,-0.00374905515290325,-0.7500287848065795,-1.0000332099253837,2.272045945828083e-08,2.580888114334101e-09,0.3228421853978348,0.0010563784379240548,0.500004408209329,-0.10199746649412933,5.764999018504829
1.65,-1.85,reset_tail,outer_shoulder,0.002573376826839671,-0.00250218420996752,-1.7995354193030457e-07,-0.0025063591383236135,-0.0041714088821244,-0.005008299160333007,-0.005009018990181654,-0.7500229274921619,-1.000023105912867,4.118571744815558e-06,0.0,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,-0.1292470983458434,4.98499446873014
1.65,-1.3625,reset_tail,support_edge,0.002386755309514884,-0.012845519170159516,-0.00561181264825849,-0.010154006539040288,-0.013003545875109839,-0.012019172484133221,-0.03491982481658121,-0.7671103681582555,-1.02043402751429,0.12353470281937373,0.0,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,-0.1876164946874488,3.350443201436775
1.65,-0.8750000000000001,reset_tail,support_edge,-0.5198985456533473,-0.0050433892168689435,-0.03420538972629672,-0.012740337547486715,0.033329753149513204,0.058881325781616804,-0.10024732322315841,-0.884967495064638,-1.1630294929084395,0.9950945942942779,0.0,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,26.32639664112471,2.0017764073875326
1.65,-0.3875000000000002,reset_tail,core_throat,-0.5148813704570926,-0.010901782418235738,-0.020699770736724618,-0.021642466790148963,0.005500021966409597,0.010274029178365882,-0.08579076380328161,-0.882010830128986,-1.1602162664957039,0.9999185650843905,0.0,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,26.150703341149462,1.4761525928031298
1.65,0.09999999999999987,reset_tail,core_throat,-0.5121280275944311,-0.013454996757907815,0.005818543066805123,-0.02516321285991616,-0.03313436835377884,-0.058300821500942415,-0.03130061562893931,-0.8818861944523729,-1.1600931013711053,0.9999680082337281,0.0,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,26.036621958910516,1.3554946565421984
1.65,0.5874999999999999,reset_tail,core_throat,-0.5172038635131863,-0.008297474911579688,0.028162250926708245,-0.017892305488303915,-0.05281453957909081,-0.0957899002515643,0.03498299321123748,-0.8826910020543322,-1.1608899752476936,0.9997012560746728,0.0,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,26.23864612760078,1.643270499939473
1.65,1.0749999999999997,reset_tail,support_edge,-0.520998359390537,-0.006006176679864044,0.03438129419382099,-0.011311733953554927,-0.05570502014001735,-0.0993673153137727,0.059390269653127256,-0.877848154238095,-1.1542109930830904,0.9377602233752951,4.963750160313918e-05,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,26.321577096011147,2.354963707926082
1.65,1.5625,reset_tail,packet_outer,0.006110352180014495,-0.0041145665427512685,0.00013058962697724347,-0.004082498834734231,-0.007018735925291889,-0.008465956170697191,-0.007943134242702318,-0.7508363855041134,-1.0009125008609543,0.002844909664979467,0.9958012047086178,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,-0.307945747223108,4.000838859750522
1.65,2.05,reset_tail,outer_shoulder,0.001876434143938988,-0.00187060938527084,9.512269189221104e-10,-0.0018708833293593918,-0.00311777336493883,-0.0037414990844055716,-0.003741495279501791,-0.7500011250434471,-1.0000011939949613,2.272045945828083e-08,0.14359896816284934,0.011607316445304605,2.604768650282807e-05,0.5000000683442636,-0.09431298084420633,5.76499996471178
