family,center_s,center_l,start_span,min_span,final_span,compression_ratio,inverted,min_abs_null_speed,near_zero_samples,sample_count,near_zero_fraction,final_l_min,final_l_max,variant,width_factor,event
outgoing,0.9,1.25,0.040000000000000036,0.03906244900003264,0.05096417031422629,0.9765612250008151,False,0.7553631076798867,0,742,0.0,3.286796187992817,3.3377603583070434,active_rail,1.0,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.04967108868836012,1.0,False,0.7112040685755172,0,742,0.0,-0.6920144930114004,-0.6423434043230403,active_rail,1.0,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04301165978623844,1.0,False,0.8829581617689176,0,497,0.0,2.622164835244702,2.6651764950309405,active_rail,1.0,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.03761841188488405,0.03761841194705011,0.9404602971221004,False,0.8829031339606325,0,497,0.0,-0.14016736462958004,-0.10254895268252993,active_rail,1.0,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03855157803429443,0.050501115635126936,0.9637894508573599,False,0.7599429097773434,0,812,0.0,3.486634701884586,3.537135817519713,active_rail,1.0,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.05179728304704989,1.0,False,0.6927047828779149,0,812,0.0,-0.8942275069505128,-0.8424302239034629,active_rail,1.0,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.050413023677790214,1.0,False,0.7356317689123238,0,616,0.0,2.9477397298178554,2.9981527534956456,active_rail,1.0,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.037492830366664995,0.03749283341408538,0.937320759166624,False,0.7272981930348567,0,616,0.0,-0.3993734019959601,-0.36188056858187473,active_rail,1.0,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03844900010864394,0.04867139308356183,0.9612250027160976,False,0.7338306844593238,0,812,0.0,2.9249914590388655,2.9736628521224273,active_rail,1.0,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.037997837562744545,0.03801125863442878,0.9499459390686128,False,0.6807954556315989,0,812,0.0,-1.4127712000926125,-1.3747599414581837,active_rail,1.0,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.0388313310110493,0.0508446069852293,0.9707832752762315,False,0.7678264805268353,0,742,0.0,3.3144110012375223,3.3652556082227516,active_rail,0.5,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05651246113851749,1.0,False,0.7114106423303286,0,742,0.0,-0.8047475900125255,-0.748235128874008,active_rail,0.5,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.0403568891514805,1.0,False,0.9821972618757064,0,497,0.0,2.6294585701140583,2.6698154592655388,active_rail,0.5,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.03965447908930266,0.039654479089304,0.9913619772325657,False,0.9821971357976254,0,497,0.0,-0.16816315791514425,-0.12850867882584024,active_rail,0.5,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.038776766287069275,0.05002446599601784,0.969419157176731,False,0.7689386532184534,0,812,0.0,3.5170115215688003,3.567035987564818,active_rail,0.5,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.05286091660737635,1.0,False,0.690787137685925,0,812,0.0,-1.0231194675011197,-0.9702585508937434,active_rail,0.5,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05078082576168352,1.0,False,0.7304055686628148,0,616,0.0,2.961811593472991,3.0125924192346747,active_rail,0.5,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03738333856219638,0.037383338562372304,0.9345834640549087,False,0.7225036452757858,0,616,0.0,-0.45932509258737314,-0.42194175402500084,active_rail,0.5,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03611154807517325,0.0468301427624378,0.9027887018793305,False,0.7376948047565894,0,812,0.0,2.9971486926741755,3.0439788354366133,active_rail,0.5,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03756484734944844,0.037565132127998835,0.9391211837362102,False,0.6811686378238211,0,812,0.0,-1.5177237375660821,-1.4801586054380833,active_rail,0.5,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.03916267846522126,0.049446751774899766,0.9790669616305305,False,0.7721367558168449,0,742,0.0,3.331818861094443,3.381265612869343,active_rail,0.25,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.055905675380160114,1.0,False,0.7092508319743893,0,742,0.0,-0.8705801208935386,-0.8146744455133785,active_rail,0.25,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000335416360912,1.0,False,0.9997883070836927,0,497,0.0,2.6299963153394508,2.66999966950306,active_rail,0.25,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039996653131294524,0.03999665369368899,0.9999163282823622,False,0.9997883070833932,0,497,0.0,-0.1699905814248625,-0.12999392773117352,active_rail,0.25,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.0391628190362725,0.048737999508056795,0.9790704759068116,False,0.7721465045757081,0,812,0.0,3.533715345653148,3.5824533451612046,active_rail,0.25,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.05116652981921854,1.0,False,0.6912091516196741,0,812,0.0,-1.0880129125363136,-1.036846382717095,active_rail,0.25,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05057281327099927,1.0,False,0.728444818219334,0,616,0.0,2.968335913416304,3.0189087266873034,active_rail,0.25,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03678156834287494,0.03678500324175987,0.9195392085718727,False,0.7185671682815841,0,616,0.0,-0.4893566614236798,-0.4525716581819199,active_rail,0.25,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03273232934531123,0.04329792525216991,0.8183082336327799,False,0.7536373304994762,0,812,0.0,3.0334929358482774,3.0767908611004473,active_rail,0.25,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.037437113492225525,0.037437119354437165,0.9359278373056373,False,0.6834500610348752,0,812,0.0,-1.572333808815284,-1.534896689460847,active_rail,0.25,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.04612778315015298,1.0,False,0.7740243570945295,0,742,0.0,3.3417177294106906,3.3878455125608435,active_rail,0.125,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.051986779426746565,1.0,False,0.7115056557966766,0,742,0.0,-0.9021877959271876,-0.850201016500441,active_rail,0.125,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000000026612227,1.0,False,0.9999999776567305,0,497,0.0,2.629999999741754,2.6700000000078763,active_rail,0.125,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039999999733526304,0.03999999973357182,0.9999999933381567,False,0.9999999776567305,0,497,0.0,-0.1699999995602468,-0.12999999982667498,active_rail,0.125,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0455626458933045,1.0,False,0.7740243520121977,0,812,0.0,3.54323210784567,3.5887947537389744,active_rail,0.125,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.047638243463138163,1.0,False,0.6901480832045476,0,812,0.0,-1.1183329960994555,-1.0706947526363173,active_rail,0.125,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.04920576831530399,1.0,False,0.7274334485549064,0,616,0.0,2.971658094063675,3.020863862378979,active_rail,0.125,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03567547380419289,0.03567852086882606,0.8918868451048215,False,0.7206954343487061,0,616,0.0,-0.5046099015062558,-0.4689313806374298,active_rail,0.125,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.032421994496905526,0.04147082825062132,0.8105498624226375,False,0.7713037251098048,0,812,0.0,3.0488782550879474,3.0903490833385687,active_rail,0.125,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03743179189647396,0.03743179193137358,0.9357947974118481,False,0.6809171829078845,0,812,0.0,-1.5998616482600598,-1.5624298563286863,active_rail,0.125,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.038985315816222776,0.049433271078799024,0.9746328954055685,False,0.7701390656787575,0,742,0.0,3.2940362076395786,3.3434694787183776,catch_independent_shift,1.0,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05034306601808669,1.0,False,0.7113551124141733,0,742,0.0,-0.690403809388841,-0.6400607433707544,catch_independent_shift,1.0,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.043041197595383274,1.0,False,0.8831705832897186,0,497,0.0,2.622200620053956,2.6652418176493393,catch_independent_shift,1.0,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.03762422300869625,0.03762422307086344,0.9406055752174054,False,0.8826907124398314,0,497,0.0,-0.14016352674616575,-0.10253930367530231,catch_independent_shift,1.0,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03854195635672242,0.05018949252146454,0.9635489089180596,False,0.7603440318180202,0,812,0.0,3.487026108743714,3.5372156012651788,catch_independent_shift,1.0,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.05210035423519788,1.0,False,0.6927844992892807,0,812,0.0,-0.893114106336153,-0.8410137521009551,catch_independent_shift,1.0,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05051984999338899,1.0,False,0.7390712110671107,0,616,0.0,2.948771304895271,2.99929115488866,catch_independent_shift,1.0,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.037594910919791585,0.037594913964293875,0.9398727729947888,False,0.7260976142480663,0,616,0.0,-0.3991199752582458,-0.3615250612939519,catch_independent_shift,1.0,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03875092729355423,0.049202440924735136,0.9687731823388548,False,0.7369313123503785,0,812,0.0,2.9267029521784136,2.9759053931031487,catch_independent_shift,1.0,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.038001313457017905,0.03801473486903362,0.9500328364254468,False,0.6807954616932662,0,812,0.0,-1.412763232205474,-1.3747484973364403,catch_independent_shift,1.0,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.038813577694677415,0.05048110002775985,0.9703394423669345,False,0.7709690443714333,0,742,0.0,3.315293531275035,3.365774631302795,catch_independent_shift,0.5,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.056694166055729966,1.0,False,0.7114267907266648,0,742,0.0,-0.8045923133795634,-0.7478981473238334,catch_independent_shift,0.5,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04035693232262716,1.0,False,0.9821975319505847,0,497,0.0,2.6294585927423975,2.6698155250650246,catch_independent_shift,0.5,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039654489896264154,0.039654489896265493,0.991362247406603,False,0.9821968657227471,0,497,0.0,-0.16816315565977302,-0.12850866576350753,catch_independent_shift,0.5,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03877675391558899,0.050023906475936464,0.9694188478897239,False,0.768938701547782,0,812,0.0,3.5170121014923588,3.5670360079682952,catch_independent_shift,0.5,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.05289556782766125,1.0,False,0.690790651985658,0,812,0.0,-1.0230675356631782,-0.970171967835517,catch_independent_shift,0.5,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05078292587448008,1.0,False,0.7304647579800084,0,616,0.0,2.9618213604721824,3.0126042863466624,catch_independent_shift,0.5,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.0373854465709639,0.037385446571139735,0.9346361642740966,False,0.7224814499825316,0,616,0.0,-0.4593228077933798,-0.42193736122224007,catch_independent_shift,0.5,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.036123092786088495,0.04684895437941439,0.9030773196522116,False,0.737793453130014,0,812,0.0,2.9971741010955673,3.0440230554749816,catch_independent_shift,0.5,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.0375648498981618,0.03756513467671585,0.9391212474540441,False,0.6811686378254347,0,812,0.0,-1.5177237350096109,-1.480158600332895,catch_independent_shift,0.5,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.0391618578683659,0.04942972133634882,0.9790464467091466,False,0.7723838557086778,0,742,0.0,3.3318419371429426,3.3812716584792915,catch_independent_shift,0.25,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05591499639718056,1.0,False,0.7092510831339565,0,742,0.0,-0.8705775187204259,-0.8146625223232453,catch_independent_shift,0.25,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.040003354163700156,1.0,False,0.9997883070839281,0,497,0.0,2.629996315339463,2.6699996695031634,catch_independent_shift,0.25,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039996653131321835,0.0399966536937163,0.999916328283045,False,0.9997883070831578,0,497,0.0,-0.16999058142486162,-0.12999392773114532,catch_independent_shift,0.25,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.039162819036219654,0.048737999505132024,0.9790704759054905,False,0.7721465045780508,0,812,0.0,3.533715345656077,3.582453345161209,catch_independent_shift,0.25,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.051166862546772274,1.0,False,0.6912091640606253,0,812,0.0,-1.0880126930148586,-1.0368458304680863,catch_independent_shift,0.25,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05057281407045355,1.0,False,0.7284448384764559,0,616,0.0,2.968335915046812,3.0189087291172654,catch_independent_shift,0.25,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.036781569105687195,0.03678500400482293,0.9195392276421791,False,0.718567163132924,0,616,0.0,-0.48935666115009696,-0.45257165714527403,catch_independent_shift,0.25,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.0327323424250654,0.04329794695426825,0.8183085606266342,False,0.7536374419640285,0,812,0.0,3.0334929469808594,3.0767908939351276,catch_independent_shift,0.25,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03743711349222691,0.0374371193544385,0.935927837305672,False,0.6834500610348752,0,812,0.0,-1.5723338088152834,-1.534896689460845,catch_independent_shift,0.25,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.0461277582656745,1.0,False,0.7740249151014112,0,742,0.0,3.341717755400112,3.3878455136657863,catch_independent_shift,0.125,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.051986799827731245,1.0,False,0.7115056559364549,0,742,0.0,-0.9021877947160453,-0.850200994888314,catch_independent_shift,0.125,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000000026612227,1.0,False,0.9999999776567305,0,497,0.0,2.629999999741754,2.6700000000078763,catch_independent_shift,0.125,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039999999733526304,0.03999999973357182,0.9999999933381567,False,0.9999999776567305,0,497,0.0,-0.1699999995602468,-0.12999999982667498,catch_independent_shift,0.125,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0455626458933045,1.0,False,0.7740243520121977,0,812,0.0,3.54323210784567,3.5887947537389744,catch_independent_shift,0.125,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04763824348898393,1.0,False,0.690148083204979,0,812,0.0,-1.1183329960930584,-1.0706947526040744,catch_independent_shift,0.125,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.049205768315303544,1.0,False,0.7274334485549094,0,616,0.0,2.9716580940636756,3.020863862378979,catch_independent_shift,0.125,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03567547380419289,0.03567852086882606,0.8918868451048215,False,0.7206954343487061,0,616,0.0,-0.5046099015062558,-0.4689313806374298,catch_independent_shift,0.125,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.032421994496932394,0.0414708282506524,0.8105498624233092,False,0.7713037251098918,0,812,0.0,3.048878255087952,3.0903490833386043,catch_independent_shift,0.125,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03743179189647396,0.03743179193137358,0.9357947974118481,False,0.6809171829078845,0,812,0.0,-1.5998616482600598,-1.5624298563286863,catch_independent_shift,0.125,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.019504386065946733,0.019504386065946733,0.4876096516486679,False,1.0000001276785981,0,742,0.0,3.3880239556866125,3.4075283417525593,naive_independent_no_catch,1.0,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.03977846796979012,0.057899945352108406,0.9944616992447521,False,0.42962278914636925,0,742,0.0,-0.6243488377075946,-0.5664488923554862,naive_independent_no_catch,1.0,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.0435961802038789,1.0,False,0.8877289808803505,0,497,0.0,2.6229000681733683,2.666496248377247,naive_independent_no_catch,1.0,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.037732805473565265,0.03773280553573234,0.9433201368391307,False,0.8781323148491996,0,497,0.0,-0.14007518343388195,-0.10234237789814961,naive_independent_no_catch,1.0,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03834614822891447,0.045104736164929715,0.9586537057228608,False,0.7625721102042677,0,812,0.0,3.4935467599977335,3.538651496162663,naive_independent_no_catch,1.0,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04680123690401905,1.0,False,0.5588601119329935,0,812,0.0,-0.7967965677956586,-0.7499953308916395,naive_independent_no_catch,1.0,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.052227363763571066,1.0,False,0.8127851441830558,0,616,0.0,2.968958333429306,3.021185697192877,naive_independent_no_catch,1.0,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.0387816824006719,0.03878168523857228,0.9695420600167968,False,0.657077010097608,0,616,0.0,-0.39141752322904644,-0.35263583799047415,naive_independent_no_catch,1.0,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03769537986326155,0.05422889575870116,0.9423844965815378,False,0.9188326942130195,0,812,0.0,3.156778301817977,3.211007197576678,naive_independent_no_catch,1.0,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03865445406972645,0.04326220415297222,0.9663613517431604,False,0.19295969043051675,0,812,0.0,-1.3033363220144065,-1.2600741178614343,naive_independent_no_catch,1.0,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.03813625631858408,0.04240100363566546,0.9534064079646012,False,0.8217777561085516,0,742,0.0,3.331934641172689,3.3743356448083546,naive_independent_no_catch,0.5,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05851745482370474,1.0,False,0.6950036954369397,0,742,0.0,-0.7970714469319177,-0.7385539921082129,naive_independent_no_catch,0.5,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04035773770486939,1.0,False,0.9822038611150388,0,497,0.0,2.629459039645522,2.6698167773503916,naive_independent_no_catch,0.5,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.03965469041759442,0.039654690417595756,0.9913672604398596,False,0.982190536558293,0,497,0.0,-0.16816309714167899,-0.12850840672408323,naive_independent_no_catch,0.5,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03877648244208154,0.05001319724582354,0.9694120610520376,False,0.768939631389537,0,812,0.0,3.517023198573166,3.5670363958189895,naive_independent_no_catch,0.5,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04669045281698336,1.0,False,0.6925818582600638,0,812,0.0,-0.9980706816674773,-0.9513802288504939,naive_independent_no_catch,0.5,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05081637669580452,1.0,False,0.7318518506658915,0,616,0.0,2.9620137923125083,3.012830169008313,naive_independent_no_catch,0.5,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.0374018726557193,0.03740187265589523,0.9350468163929817,False,0.72166883755379,0,616,0.0,-0.4592196434866129,-0.4218177708307177,naive_independent_no_catch,0.5,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03176784704236013,0.04205626727642553,0.7941961760590026,False,0.7560025799195079,0,812,0.0,3.0826047388210314,3.124661006097457,naive_independent_no_catch,0.5,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03789190275694987,0.03825407343861831,0.9472975689237458,False,0.2262860024636575,0,812,0.0,-1.450605064010372,-1.4123509905717537,naive_independent_no_catch,0.5,packet_center_shift_fade
