family,center_s,center_l,start_span,min_span,final_span,compression_ratio,inverted,min_abs_null_speed,near_zero_samples,sample_count,near_zero_fraction,final_l_min,final_l_max,variant,width_factor,event
outgoing,0.9,1.25,0.040000000000000036,0.039131928575433905,0.049076844710572054,0.9782982143858467,False,0.7771543917393807,0,742,0.0,3.3323090888525315,3.3813859335631036,naive_independent_no_catch,0.25,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05599813013875732,1.0,False,0.7092703348243301,0,742,0.0,-0.8703780449986006,-0.8143799148598433,naive_independent_no_catch,0.25,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000335416542278,1.0,False,0.9997883070912454,0,497,0.0,2.629996315339718,2.669999669505141,naive_independent_no_catch,0.25,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039996653131836535,0.039996653694231,0.9999163282959125,False,0.9997883070758404,0,497,0.0,-0.1699905814248301,-0.1299939277305991,naive_independent_no_catch,0.25,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.039162819034803675,0.0487379994485293,0.979070475870091,False,0.7721465046232335,0,812,0.0,3.5337153457127464,3.5824533451612757,naive_independent_no_catch,0.25,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04904619681949551,1.0,False,0.6914500981269894,0,812,0.0,-1.0838061926660392,-1.0347599958465437,naive_independent_no_catch,0.25,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05057282607429503,1.0,False,0.7284453522138866,0,616,0.0,2.9683359492217636,3.0189087752960586,naive_independent_no_catch,0.25,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03678157391749037,0.03678500893593967,0.9195393479372586,False,0.7185668628915924,0,616,0.0,-0.48935663923544587,-0.4525716302995062,naive_independent_no_catch,0.25,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.0304117582511112,0.04073908773725643,0.7602939562777793,False,0.7613237682556371,0,812,0.0,3.074399134939266,3.1151382226765225,naive_independent_no_catch,0.25,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03707312143806378,0.03707312366613724,0.9268280359515937,False,0.2273079143010559,0,812,0.0,-1.5361490876732642,-1.499075964007127,naive_independent_no_catch,0.25,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.04612717255875953,1.0,False,0.774035659502656,0,742,0.0,3.341718362100915,3.3878455346596748,naive_independent_no_catch,0.125,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.0519869553799186,1.0,False,0.7115056910610239,0,742,0.0,-0.9021874903710756,-0.850200534991157,naive_independent_no_catch,0.125,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000000026612227,1.0,False,0.9999999776567305,0,497,0.0,2.629999999741754,2.6700000000078763,naive_independent_no_catch,0.125,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039999999733526304,0.03999999973357182,0.9999999933381567,False,0.9999999776567305,0,497,0.0,-0.1699999995602468,-0.12999999982667498,naive_independent_no_catch,0.125,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0455626458933045,1.0,False,0.7740243520121977,0,812,0.0,3.54323210784567,3.5887947537389744,naive_independent_no_catch,0.125,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04747763926401638,1.0,False,0.6901624905338998,0,812,0.0,-1.1181195077536734,-1.070641868489657,naive_independent_no_catch,0.125,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.04920576831530532,1.0,False,0.7274334485549864,0,616,0.0,2.9716580940636774,3.0208638623789827,naive_independent_no_catch,0.125,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.035675473804193114,0.03567852086882628,0.8918868451048271,False,0.7206954343486759,0,616,0.0,-0.5046099015062536,-0.46893138063742734,naive_independent_no_catch,0.125,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03162119736975555,0.040720427601354636,0.7905299342438881,False,0.771439620576369,0,812,0.0,3.0688273355084252,3.10954776310978,naive_independent_no_catch,0.125,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03717449952338956,0.03717449953651508,0.9293624880847382,False,0.2273086492623616,0,812,0.0,-1.5816816192518424,-1.5445071197153273,naive_independent_no_catch,0.125,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.038279925577362706,0.04957696664989841,0.9569981394340668,False,0.7607000387266429,0,742,0.0,3.28847345455768,3.3380504212075786,naive_throat_gated_no_catch,1.0,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.04303471527878522,1.0,False,0.7084771547286705,0,742,0.0,-0.6621886953792462,-0.619153980100461,naive_throat_gated_no_catch,1.0,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04300204176935374,1.0,False,0.8834808828901614,0,497,0.0,2.6221797974659946,2.6651818392353483,naive_throat_gated_no_catch,1.0,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.037616260176693554,0.03761626023883856,0.940406504417338,False,0.8823804128393887,0,497,0.0,-0.14015204528885272,-0.10253578505001416,naive_throat_gated_no_catch,1.0,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.038536512130764145,0.05047192864367611,0.9634128032691027,False,0.7600469309922198,0,812,0.0,3.4866656408609473,3.5371375695046234,naive_throat_gated_no_catch,1.0,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04005817987414306,1.0,False,0.6985061985199077,0,812,0.0,-0.8232861247820594,-0.7832279449079164,naive_throat_gated_no_catch,1.0,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05012571476395289,1.0,False,0.7440847019888157,0,616,0.0,2.9481146393668753,2.9982403541308282,naive_throat_gated_no_catch,1.0,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03670237257949704,0.03670237547794186,0.9175593144874251,False,0.7115207051498399,0,616,0.0,-0.3966330788776188,-0.3599307033996769,naive_throat_gated_no_catch,1.0,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.02820258568641587,0.036050510206835806,0.7050646421603961,False,0.749961901241587,0,812,0.0,3.07672495591146,3.1127754661182956,naive_throat_gated_no_catch,1.0,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03857197488876818,0.043150204069524634,0.9642993722192036,False,0.19515196314700323,0,812,0.0,-1.303603302839695,-1.2604530987701703,naive_throat_gated_no_catch,1.0,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.03863153721574797,0.050459295788474634,0.9657884303936983,False,0.7689932840150958,0,742,0.0,3.3148082854642165,3.365267581252691,naive_throat_gated_no_catch,0.5,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05476635925440043,1.0,False,0.7118694795248721,0,742,0.0,-0.8002991569054038,-0.7455327976510033,naive_throat_gated_no_catch,0.5,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04035687427532775,1.0,False,0.9821984596174763,0,497,0.0,2.6294585870745575,2.6698154613498852,naive_throat_gated_no_catch,0.5,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.03965447427727372,0.03965447427727506,0.9913618569318421,False,0.9821959380558555,0,497,0.0,-0.16816314224919904,-0.12850866797192398,naive_throat_gated_no_catch,0.5,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03877672974793844,0.05002438191900804,0.9694182436984602,False,0.768938665361522,0,812,0.0,3.517011605910865,3.567035987829873,naive_throat_gated_no_catch,0.5,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04598360152091974,1.0,False,0.692497413408638,0,812,0.0,-0.9991900114546478,-0.9532064099337281,naive_throat_gated_no_catch,0.5,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05077438389983957,1.0,False,0.7306680644251934,0,616,0.0,2.9618184081993455,3.012592792099185,naive_throat_gated_no_catch,0.5,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03735970287656637,0.03735970287674223,0.9339925719141584,False,0.7221129531131946,0,616,0.0,-0.45926536267470136,-0.42190565979795913,naive_throat_gated_no_catch,0.5,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.0312098459454766,0.04111831003375377,0.7802461486369143,False,0.7511899529919469,0,812,0.0,3.0812153502690967,3.1223336603028504,naive_throat_gated_no_catch,0.5,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03789182327667717,0.038253994031632654,0.9472955819169284,False,0.22628742417866798,0,812,0.0,-1.4506051439818124,-1.4123511499501797,naive_throat_gated_no_catch,0.5,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.03914836520265652,0.04941863776954092,0.9787091300664121,False,0.7722082371910554,0,742,0.0,3.3318469966567497,3.3812656344262906,naive_throat_gated_no_catch,0.25,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05581138308111433,1.0,False,0.7092653005182014,0,742,0.0,-0.8704302099219093,-0.814618826840795,naive_throat_gated_no_catch,0.25,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000335416358336,1.0,False,0.9997883070865373,0,497,0.0,2.6299963153394765,2.66999966950306,naive_throat_gated_no_catch,0.25,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039996653131286974,0.03999665369368144,0.9999163282821735,False,0.9997883070805486,0,497,0.0,-0.16999058142484785,-0.12999392773116641,naive_throat_gated_no_catch,0.25,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.039162819035860164,0.048737999507056706,0.9790704758965032,False,0.7721465045763871,0,812,0.0,3.533715345654148,3.5824533451612046,naive_throat_gated_no_catch,0.25,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04903952810544587,1.0,False,0.6914498391872979,0,812,0.0,-1.0838106663867162,-1.0347711382812703,naive_throat_gated_no_catch,0.25,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05057281008523962,1.0,False,0.728444947071449,0,616,0.0,2.968335916611596,3.0189087266968357,naive_throat_gated_no_catch,0.25,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.036781558661250546,0.03678499367470417,0.9195389665312629,False,0.7185669658648192,0,616,0.0,-0.48935664470711754,-0.45257165103241337,naive_throat_gated_no_catch,0.25,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.030411003375581114,0.04073793539732229,0.7602750843895272,False,0.7613193547705099,0,812,0.0,3.074398517132533,3.1151364525298555,naive_throat_gated_no_catch,0.25,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.037073121438012155,0.03707312366608573,0.926828035950303,False,0.22730791430166208,0,812,0.0,-1.5361490876732808,-1.4990759640071951,naive_throat_gated_no_catch,0.25,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.046127670253236275,1.0,False,0.7740244991613279,0,742,0.0,3.3417178423076535,3.3878455125608897,naive_throat_gated_no_catch,0.125,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05198654735806452,1.0,False,0.7115056882654344,0,742,0.0,-0.9021875145941127,-0.8502009672360482,naive_throat_gated_no_catch,0.125,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000000026612227,1.0,False,0.9999999776567305,0,497,0.0,2.629999999741754,2.6700000000078763,naive_throat_gated_no_catch,0.125,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039999999733526304,0.03999999973357182,0.9999999933381567,False,0.9999999776567305,0,497,0.0,-0.1699999995602468,-0.12999999982667498,naive_throat_gated_no_catch,0.125,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0455626458933045,1.0,False,0.7740243520121977,0,812,0.0,3.54323210784567,3.5887947537389744,naive_throat_gated_no_catch,0.125,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04747763874704436,1.0,False,0.6901624905252485,0,812,0.0,-1.1181195078817996,-1.0706418691347552,naive_throat_gated_no_catch,0.125,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.049205768315302656,1.0,False,0.7274334485549258,0,616,0.0,2.9716580940636765,3.020863862378979,naive_throat_gated_no_catch,0.125,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.035675473804191116,0.03567852086882428,0.8918868451047771,False,0.7206954343486774,0,616,0.0,-0.5046099015062538,-0.46893138063742956,naive_throat_gated_no_catch,0.125,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03162119736838398,0.04072042759968397,0.7905299342095988,False,0.7714396205720072,0,812,0.0,3.068827335508195,3.109547763107879,naive_throat_gated_no_catch,0.125,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03717449952338956,0.03717449953651508,0.9293624880847382,False,0.2273086492623616,0,812,0.0,-1.5816816192518424,-1.5445071197153273,naive_throat_gated_no_catch,0.125,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.038953003655340934,0.05077249578881604,0.9738250913835225,False,0.7560035031170201,0,742,0.0,3.287028866069485,3.337801361858301,late_catch_throat_gated,1.0,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.04894458982251282,1.0,False,0.7113808670514139,0,742,0.0,-0.6901263657113544,-0.6411817758888416,late_catch_throat_gated,1.0,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.0430116538826506,1.0,False,0.8829585495826789,0,497,0.0,2.6221648445898724,2.665176498472523,late_catch_throat_gated,1.0,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.037618410001086386,0.037618410063252436,0.9404602500271588,False,0.8829027461468711,0,497,0.0,-0.14016735506773792,-0.10254894500448548,late_catch_throat_gated,1.0,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.038544733337910086,0.050488927160892594,0.9636183334477513,False,0.7599788555492815,0,812,0.0,3.4866476514022593,3.537136578563152,late_catch_throat_gated,1.0,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0483074914388919,1.0,False,0.6935373247098549,0,812,0.0,-0.8828480769099917,-0.8345405854710998,late_catch_throat_gated,1.0,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.050410256209799,1.0,False,0.7357337241986992,0,616,0.0,2.9477433896287915,2.9981536458385905,late_catch_throat_gated,1.0,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03748638979966391,0.03748639284609795,0.937159744991597,False,0.7272114500834478,0,616,0.0,-0.3993578154179293,-0.36187142257183136,late_catch_throat_gated,1.0,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03615054782922278,0.04605399609817029,0.9037636957305687,False,0.7368889086784687,0,812,0.0,2.9727908319363245,3.018844828034495,late_catch_throat_gated,1.0,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03863743906789652,0.038914857240708534,0.965935976697412,False,0.5934595580359223,0,812,0.0,-1.3785622298018698,-1.3396473725611613,late_catch_throat_gated,1.0,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.038824410325986936,0.05083270237872606,0.9706102581496725,False,0.7678517140323604,0,742,0.0,3.3144233001081274,3.3652560024868534,late_catch_throat_gated,0.5,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05647133360348133,1.0,False,0.7114174817667485,0,742,0.0,-0.8046818278403619,-0.7482104942368806,late_catch_throat_gated,0.5,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04035688915147384,1.0,False,0.982197261876374,0,497,0.0,2.6294585701140663,2.66981545926554,late_catch_throat_gated,0.5,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.0396544790893,0.03965447908930134,0.9913619772324991,False,0.9821971357969578,0,497,0.0,-0.16816315791513692,-0.12850867882583558,late_catch_throat_gated,0.5,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.038776749340749594,0.05002443127483369,0.969418733518739,False,0.768938659289803,0,812,0.0,3.5170115564078297,3.5670359876826634,late_catch_throat_gated,0.5,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0516421906402984,1.0,False,0.690949707552367,0,812,0.0,-1.0207302749989615,-0.9690880843586631,late_catch_throat_gated,0.5,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05078082500661285,1.0,False,0.7304056082224412,0,616,0.0,2.961811594276141,3.012592419282754,late_catch_throat_gated,0.5,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.037383336642769764,0.037383336642945686,0.9345834160692432,False,0.7225036142645256,0,616,0.0,-0.4593250895284981,-0.4219417528855524,late_catch_throat_gated,0.5,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03458853977708687,0.045109782144201915,0.8647134944271709,False,0.7427945018677201,0,812,0.0,3.020801149403953,3.0659109315481547,late_catch_throat_gated,0.5,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.0374297481643078,0.03742996791767372,0.9357437041076943,False,0.6222711611533969,0,812,0.0,-1.498683345056901,-1.4612533771392273,late_catch_throat_gated,0.5,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.03916265775540517,0.04944671687462776,0.9790664438851284,False,0.7721368183740172,0,742,0.0,3.3318188960256663,3.381265612900294,late_catch_throat_gated,0.25,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05590558577628146,1.0,False,0.7092508421217388,0,742,0.0,-0.870580015760622,-0.8146744299843406,late_catch_throat_gated,0.25,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000335416360912,1.0,False,0.9997883070836927,0,497,0.0,2.6299963153394508,2.66999966950306,late_catch_throat_gated,0.25,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039996653131294524,0.03999665369368899,0.9999163282823622,False,0.9997883070833932,0,497,0.0,-0.1699905814248625,-0.12999392773117352,late_catch_throat_gated,0.25,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.03916281903608154,0.04873799950765889,0.9790704759020377,False,0.7721465045759428,0,812,0.0,3.5337153456535457,3.5824533451612046,late_catch_throat_gated,0.25,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.05106075776890506,1.0,False,0.6912168462801979,0,812,0.0,-1.0878771862196817,-1.0368164284507766,late_catch_throat_gated,0.25,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.05057281327099927,1.0,False,0.7284448182193369,0,616,0.0,2.968335913416304,3.0189087266873034,late_catch_throat_gated,0.25,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.036781568342874715,0.03678500324175965,0.9195392085718671,False,0.7185671682815815,0,616,0.0,-0.48935666142367956,-0.4525716581819199,late_catch_throat_gated,0.25,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03202892151693848,0.04246701966263711,0.8007230379234613,False,0.7547218326762642,0,812,0.0,3.0446700595671343,3.0871370792297714,late_catch_throat_gated,0.25,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03730309757156085,0.037303102094006446,0.9325774392890204,False,0.6231413779355386,0,812,0.0,-1.5627588349181458,-1.5254557328241394,late_catch_throat_gated,0.25,packet_center_shift_fade
outgoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.046127783149940704,1.0,False,0.7740243570945535,0,742,0.0,3.341717729410903,3.3878455125608435,late_catch_throat_gated,0.125,leading_packet_edge_positive_support_edge
ingoing,0.9,1.25,0.040000000000000036,0.040000000000000036,0.05198677942640084,1.0,False,0.7115056557967178,0,742,0.0,-0.9021877959268301,-0.8502010165004292,late_catch_throat_gated,0.125,leading_packet_edge_positive_support_edge
outgoing,1.6,1.25,0.040000000000000036,0.040000000000000036,0.04000000026612227,1.0,False,0.9999999776567305,0,497,0.0,2.629999999741754,2.6700000000078763,late_catch_throat_gated,0.125,trailing_packet_edge_positive_support_edge
ingoing,1.6,1.25,0.040000000000000036,0.039999999733526304,0.03999999973357182,0.9999999933381567,False,0.9999999776567305,0,497,0.0,-0.1699999995602468,-0.12999999982667498,late_catch_throat_gated,0.125,trailing_packet_edge_positive_support_edge
outgoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.0455626458933045,1.0,False,0.7740243520121977,0,812,0.0,3.54323210784567,3.5887947537389744,late_catch_throat_gated,0.125,shift_fade_positive_support_edge
ingoing,0.7,1.25,0.040000000000000036,0.040000000000000036,0.04763773252836767,1.0,False,0.6901481195215919,0,812,0.0,-1.1183324576620066,-1.070694725133639,late_catch_throat_gated,0.125,shift_fade_positive_support_edge
outgoing,1.25,1.25,0.040000000000000036,0.040000000000000036,0.04920576831530399,1.0,False,0.7274334485549064,0,616,0.0,2.971658094063675,3.020863862378979,late_catch_throat_gated,0.125,throat_relax_positive_support_edge
ingoing,1.25,1.25,0.040000000000000036,0.03567547380419289,0.03567852086882606,0.8918868451048215,False,0.7206954343487061,0,616,0.0,-0.5046099015062558,-0.4689313806374298,late_catch_throat_gated,0.125,throat_relax_positive_support_edge
outgoing,0.7,0.7,0.040000000000000036,0.03194502683795797,0.04125841246650719,0.7986256709489485,False,0.7679457905496329,0,812,0.0,3.0541890432770007,3.095447455743508,late_catch_throat_gated,0.125,packet_center_shift_fade
ingoing,0.7,0.7,0.040000000000000036,0.03736291927597811,0.03736291930237301,0.9340729818994519,False,0.6231419825957547,0,812,0.0,-1.595088812616655,-1.557725893314282,late_catch_throat_gated,0.125,packet_center_shift_fade
