label,nl,nth,nph,packet_fail_total,edge_fail_total,max_packet_norm,max_edge_gtt,packet_floor_eta0_min,packet_floor_eta0_negmean_max,packet_floor_eta0_negfrac_max,packet_pressure_eta_pos1_min,packet_pressure_eta_pos1_negmean_max,packet_pressure_eta_pos1_negfrac_max,packet_pressure_eta_neg1_min,packet_pressure_eta_neg1_negmean_max,packet_pressure_eta_neg1_negfrac_max,packet_pressure_worst_abs_min,packet_pressure_worst_abs_negmean_max,packet_pressure_worst_abs_negfrac_max,packet_rhoH_p95_max,packet_j_p95_max,packet_R3_p95_max,packet_K_p95_max,support_edge_floor_eta0_min,support_edge_floor_eta0_negmean_max,support_edge_floor_eta0_negfrac_max,support_edge_pressure_eta_pos1_min,support_edge_pressure_eta_pos1_negmean_max,support_edge_pressure_eta_pos1_negfrac_max,support_edge_pressure_eta_neg1_min,support_edge_pressure_eta_neg1_negmean_max,support_edge_pressure_eta_neg1_negfrac_max,support_edge_pressure_worst_abs_min,support_edge_pressure_worst_abs_negmean_max,support_edge_pressure_worst_abs_negfrac_max,support_edge_rhoH_p95_max,support_edge_j_p95_max,support_edge_R3_p95_max,support_edge_K_p95_max,release_edge_floor_eta0_min,release_edge_floor_eta0_negmean_max,release_edge_floor_eta0_negfrac_max,release_edge_pressure_eta_pos1_min,release_edge_pressure_eta_pos1_negmean_max,release_edge_pressure_eta_pos1_negfrac_max,release_edge_pressure_eta_neg1_min,release_edge_pressure_eta_neg1_negmean_max,release_edge_pressure_eta_neg1_negfrac_max,release_edge_pressure_worst_abs_min,release_edge_pressure_worst_abs_negmean_max,release_edge_pressure_worst_abs_negfrac_max,release_edge_rhoH_p95_max,release_edge_j_p95_max,release_edge_R3_p95_max,release_edge_K_p95_max,J_geom,J_dyn,J_total,rel_J_geom,rel_J_dyn,rel_J_total,rel_packet_floor_eta0_negmean_max,rel_packet_pressure_eta_neg1_negmean_max,rel_packet_pressure_worst_abs_negmean_max,rel_packet_rhoH_p95_max,rel_packet_j_p95_max,rel_packet_R3_p95_max,rel_packet_K_p95_max
candidate_C20_Cp5_B6_wB12,25,11,4,0,0,-0.7546718910896641,-1.3715230505251852,-0.08818950577698773,0.010409521902473422,0.25,-0.1723532687830673,0.020549500955503747,0.18181818181818182,-0.004025742770918806,0.0014416709266321028,1.0,-0.1723532687830673,0.02172904989547576,1.0,0.08108114623226689,0.002012871385458551,4.07558371923572,0.11537954934588626,-0.10757389560118628,0.01923825998182329,0.5,-0.21481858081655714,0.03833721504522636,0.5,-0.007336600315211317,0.00289403544107099,1.0,-0.21481858081655714,0.03838796900295587,1.0,0.10724468521536959,0.0036683001575920264,5.3907060599884264,0.11537954934588626,-0.09397240419755676,0.013358563532546936,0.5,-0.1866412277329386,0.026049177522743498,0.5,-0.004025742770918806,0.0022511655624283746,1.0,-0.1866412277329386,0.026773684304519187,1.0,0.09266882353538172,0.0020128713854593813,4.660541678003913,0.11537954934588626,0.3110238711771556,0.007988762529968302,0.31901263370712385,0.3482300066600204,0.0018359977243758857,0.06082989535401149,0.05435692488649306,0.008429463855687266,0.09293989278775658,0.3189366183437921,0.005884660452188021,0.3189366798266695,0.0009880281366644113
candidate_C20_Cp5_B6_wB12,41,17,4,0,0,-0.7616150124545653,-3.030578627855124,-0.11983981932235516,0.009543230604740756,0.35294117647058826,-0.23744846578879691,0.01802983651660024,0.24509803921568626,-0.00643796237066332,0.0021226405523534107,1.0,-0.23744846578879691,0.019618389483119367,1.0,0.08633109793048692,0.003218981185329239,4.348268056380563,0.11848825734310267,-0.09291768903220111,0.007095120440363663,0.37254901960784315,-0.17925709839871976,0.012726905799274069,0.37254901960784315,-0.006578279665687023,0.0032827313656202694,1.0,-0.17925709839871976,0.015623433474821383,1.0,0.050130418816774845,0.0032891398328412005,2.511035919794125,0.11848825734310267,-0.0927690603011463,0.007076503354211667,0.37254901960784315,-0.1791001582316339,0.012724044606130901,0.37254901960784315,-0.00643796237066332,0.0032630470496870325,1.0,-0.1791001582316339,0.015603203767619483,1.0,0.05013041881677487,0.0032189811853299967,2.511035919794125,0.11848825734310624,0.3037445007495151,0.008877886165032493,0.3126223869145476,0.27422275704107024,0.010751943435941722,0.161699282831641,0.13441317464410613,0.04239433446051849,0.1907199942157035,0.273825803306042,0.021430451356882558,0.274380699913712,0.0035083266213204456
candidate_C20_Cp5_B6_wB12,61,25,4,0,0,-0.7772917639625376,-1.850297721229465,-0.10557026361052295,0.006988245582878616,0.29,-0.20848494067201,0.013100061598437138,0.29,-0.004347520868054799,0.0017637911065768678,1.0,-0.20848494067201,0.013987423137693916,1.0,0.04000147552678074,0.0021737604340239785,2.010295797445559,0.13452468338619905,-0.10035486151803572,0.007477716028870959,0.29,-0.19635492638045585,0.014930913469051808,0.29,-0.00435479665561939,0.0025738225453849186,1.0,-0.19635492638045585,0.014941686552783762,1.0,0.03914205135410076,0.002177398327807785,1.956417855128858,0.13452468338619905,-0.10034706927557452,0.007372678621969028,0.29,-0.19634661768310224,0.014191279643752974,0.29,-0.004347520868054799,0.002567210449051964,1.0,-0.19634661768310224,0.014561286581450674,1.0,0.03914832691510919,0.002173760434024735,1.956417855128858,0.1345246833862035,0.1405162653990587,0.007041652429555744,0.14755791782861444,0.15797249730042323,0.020340288372067836,0.11941331633092715,0.33790871266253847,0.21317612602263325,0.3381717312387721,0.15799481707392057,0.058388849607275924,0.15796361654206714,0.010580912955958107
noangular_C20_Cp1_B6_wB12,25,11,4,0,0,-0.7546718910896641,-1.3715230505251852,-0.2542373154281486,0.043741866349915955,0.18181818181818182,-0.5084660061201057,0.0874826153188495,0.18181818181818182,-0.000324969470711287,0.00017738022953537938,1.0,-0.5084660061201057,0.08748764353327039,1.0,0.25422876069526873,0.0001624847353556435,12.7789313109039,0.05613484450279559,-0.10571214455549785,0.0175789261582661,0.18181818181818182,-0.21116704270248252,0.03510397929537858,0.18181818181818182,-0.0010550568982734467,0.00030659551872771736,1.0,-0.21116704270248252,0.03535295855572256,1.0,0.10567409028898218,0.0005275284491367233,5.311759131626415,0.0993073822682432,-0.10571214455549785,0.017621731099903868,0.18181818181818182,-0.21116704270248252,0.03514491557935534,0.18181818181818182,-0.0010550568982734467,0.0005420064124881799,1.0,-0.21116704270248252,0.035588375371391125,1.0,0.10560709138948986,0.0005275284491367233,5.308394668953213,0.0993073822682432,0.8931753262404638,0.0018127100745482787,0.8949880363150121,1.0000211515215927,0.0004166016400336145,0.1706579076805969,0.22841330906969295,0.001037143918185952,0.3742037617543785,1.0000211515215927,0.00047502662273365666,1.0000211515215924,0.0004806987558061655
noangular_C20_Cp1_B6_wB12,41,17,4,0,0,-0.7616150124545653,-3.030578627855124,-0.3198320472028411,0.03604659307013189,0.11764705882352941,-0.6396548573324137,0.07209233173114696,0.11764705882352941,-0.0005308206553096206,0.00020086986569100012,1.0,-0.6396548573324137,0.07209873979952307,1.0,0.3152827410221349,0.00026541032765481023,15.84783727317815,0.0589165202309543,-0.1479909804082532,0.015671284453777527,0.11764705882352941,-0.29584508804170595,0.03130696744648683,0.11764705882352941,-0.0005308206553096206,0.00030261241907987183,1.0,-0.29584508804170595,0.03157397840449848,1.0,0.13221712719031678,0.00026541032765481023,6.645949914086012,0.0589165202309543,-0.1479909804082532,0.017372503210535392,0.11764705882352941,-0.29584508804170595,0.034744874266198114,0.11764705882352941,-0.0005308206553096206,0.00030856652043593277,1.0,-0.29584508804170595,0.0347458654277432,1.0,0.14766515397313337,0.0002654103276548103,7.4224593818980065,0.0589165202309543,1.1076746046810424,0.0017091510599287064,1.1093837557409711,1.0000167352840477,0.0020699404315651115,0.5738122578451846,0.5077040690239386,0.00401186355348866,0.7009072405946629,1.0000168177917896,0.001766976191828507,1.0000167024552602,0.0017444631307496708
noangular_C20_Cp1_B6_wB12,61,25,4,0,0,-0.7772917639625376,-1.850297721229465,-0.267363110299782,0.02068197534422368,0.08,-0.5347168454525635,0.04136330659572945,0.08,-0.00048129256005386003,0.00021680358195925973,1.0,-0.5347168454525635,0.04137071366198539,1.0,0.2531895868651284,0.00024064628002692977,12.726572137005459,0.06600933783616987,-0.11904286592584296,0.008604376431380652,0.08,-0.23792943943791167,0.01718279648060501,0.08,-0.00048129256005386003,0.00032445477695363436,1.0,-0.23792943943791167,0.017481294875402356,1.0,0.10341136242725571,0.00024064628002692977,5.1980219411734225,0.06600933783616987,-0.11904286592584296,0.00949164468025119,0.08,-0.23792943943791167,0.018983093733488568,0.08,-0.00048129256005386003,0.0003273915721093891,1.0,-0.23792943943791167,0.01898534344414744,1.0,0.11864311316545907,0.0002406462800269298,5.963652888497958,0.06600933783616987,0.8895181937154013,0.001801479316777257,0.8913196730321785,1.0000223821513896,0.005203694610907815,0.7213129572036434,1.0000535300315267,0.026203413509439447,1.000213243278182,1.000029172298806,0.00646394111932199,1.0000196804367683,0.0051919026333616235
reserve_C100_Cp5_B4_wB6,25,11,4,0,0,-0.7573360852244951,-1.525202291967681,-0.11438447212511015,0.018124327069353043,0.5,-0.20480465985117968,0.030809686602159245,0.5,-0.023964284399071088,0.00776493968860687,1.0,-0.20480465985117968,0.0332075685017535,1.0,0.09042018772606954,0.011982142199531426,4.550801024675415,0.1251700809627085,-0.1916202354592565,0.04105241424307507,0.8636363636363636,-0.30202352614043904,0.06929938860482461,0.5909090909090909,-0.08121694477811055,0.025939288076923087,1.0,-0.30202352614043904,0.07175620647964637,1.0,0.137729637361793,0.040608472389036886,6.923047231812674,0.7021377677662964,-0.1180740145192596,0.023913141978442465,0.8181818181818182,-0.2280364452839169,0.04321825790554632,0.5,-0.023964284399071088,0.01448560426457346,1.0,-0.2280364452839169,0.04691123342605892,1.0,0.10996243076465669,0.011982142199535535,5.550417913058661,0.7021377677662964,0.36526968859556375,0.055094016207822484,0.42036370480338625,0.4089649633995016,0.012661846938726266,0.08015569752416217,0.09464245278094525,0.04540167748239976,0.1420360241769088,0.3556721906810814,0.03502997699876027,0.3561250287931668,0.0010718672638335086
reserve_C100_Cp5_B4_wB6,41,17,4,0,0,-0.7662376972520653,-4.39949369218067,-0.13997382923737378,0.01603997911948498,0.5,-0.2756118389404844,0.027685191106437256,0.5,-0.022834285881971984,0.006357569194476033,1.0,-0.2756118389404844,0.03052822465704293,1.0,0.08743115908854526,0.011417142940985076,4.414662205302143,0.18963561987203054,-0.11075749945043156,0.012458046860234275,0.37254901960784315,-0.19821579084545457,0.01775950253856126,0.37254901960784315,-0.02569969918132977,0.010853073280722042,1.0,-0.19821579084545457,0.02320953153657916,1.0,0.04903035765871613,0.012849849590654565,2.4446417708725336,0.18963561987203054,-0.11026544497051807,0.012386039171879961,0.37254901960784315,-0.19769660405906417,0.017683397590826336,0.37254901960784315,-0.022834285881971984,0.010779500322335303,1.0,-0.19769660405906417,0.02313468013755271,1.0,0.049030357658716155,0.011417142940985791,2.4446417708725336,0.18963561987203228,0.30816426935365243,0.028059704929080255,0.3362239742827327,0.2782129564656504,0.03398290478368415,0.17390685308529344,0.2259176796591429,0.12697623932967775,0.29677985723633205,0.27731498782369574,0.07600992747223229,0.2785702468356288,0.0056149335678146615
reserve_C100_Cp5_B4_wB6,61,25,4,0,0,-0.7866291248123196,-2.2755255911925105,-0.12922254597548494,0.01260245119794787,0.395,-0.25336527825256183,0.02306873697349832,0.395,-0.010376146662223855,0.003596055578513649,1.0,-0.25336527825256183,0.024528627129614552,1.0,0.04018838899939049,0.005188073331105626,2.0190220296989763,0.18896280415692637,-0.11778404653954959,0.010946846880351142,0.29,-0.22516839696826832,0.01928317325228228,0.29,-0.010399696110833198,0.005363212715638823,1.0,-0.22516839696826832,0.022035865459501095,1.0,0.04324088869826219,0.005199848055413387,2.1541030237261523,0.18896280415692637,-0.11775908678183308,0.010942461074065523,0.29,-0.22514202690145674,0.019278429138665957,0.29,-0.010376146662223855,0.005343777630009225,1.0,-0.22514202690145674,0.022015713759210093,1.0,0.0432536223442182,0.005188073331108936,2.1541030237261523,0.18896280415693162,0.144191990183211,0.01416717746965754,0.15835916765286853,0.16210485466056615,0.04092284844131066,0.12815437937256696,0.6093772764833012,0.43462811119249173,0.5930247637235367,0.15873307383882063,0.13935557421140543,0.15864930031422014,0.014862692350356544
v01_baseline,25,11,4,0,0,-0.6952861481755361,-2.0521361133950244,-0.840169433058311,0.1915031419494454,0.38636363636363635,-0.9962309547722623,0.21197919393196935,0.38636363636363635,-0.6841079113443598,0.17102759455566363,1.0,-0.9962309547722623,0.23379680397412975,1.0,0.2542233834838836,0.34205395567217983,12.778661022779353,116.77759475090284,-3.503204618894935,1.6801283134689635,0.5909090909090909,-3.659254455917825,1.6866788832794193,0.5909090909090909,-3.3471547818720446,1.6735793309096954,1.0,-3.659254455917825,1.7303242416387166,1.0,0.15777843730055566,1.6735773909360223,7.930809272292855,577.9458755716776,-0.840169433058311,0.6688485225673323,1.0,-0.9962309547722623,0.6535891337903051,1.0,-0.6841079113443598,0.6841079113443596,1.0,-0.9962309547722623,0.7408575556039783,1.0,0.15776390021541492,0.3420539556721799,7.930699722732227,116.77759475090284,0.8931564346228513,4.351183241626259,5.24433967624911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v01_baseline,41,17,4,0,0,-0.6958716950998312,-132.78239703848902,-0.4895567399418944,0.07099922035179172,0.2647058823529412,-0.6787015910510847,0.09192975499825977,0.2647058823529412,-0.3004118888327043,0.0500689674543708,1.0,-0.6787015910510847,0.10286488086262761,1.0,0.31527743875181397,0.1502059444163521,15.847572579806155,33.77343962875004,-0.21197502353157027,0.02493823805606507,0.11764705882352941,-0.4238983175470645,0.04987039029347821,0.11764705882352941,-5.172951607603094e-05,5.17294585415067e-05,1.0,-0.4238983175470645,0.04991603393336777,1.0,0.21192329402052898,2.586475803801546e-05,10.652426617658023,0.03559494580633629,-0.2118421124564202,0.024922601465461037,0.11764705882352941,-0.4236831246595301,0.049845073489356156,0.11764705882352941,-8.884998928670393e-06,8.884998928670093e-06,1.0,-0.4236831246595301,0.049846044301100546,1.0,0.2118410122031089,4.4424994643351514e-06,10.648290482372397,0.03559494580633629,1.1076560677421217,0.8257006017493909,1.9333566694915125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v01_baseline,61,25,4,0,0,-0.6952225732872449,-2.052136113395012,-0.26734855332959145,0.020680868296691756,0.17333333333333334,-0.534696892078261,0.041361721648351446,0.17333333333333334,-0.07445806686189974,0.00827386790202578,1.0,-0.534696892078261,0.04136189351622017,1.0,0.2531822009583097,0.037229033430949854,12.726321677436394,12.713901337828156,-0.2744883110793984,0.0338554427334894,0.29,-0.4396060230304706,0.042555363017898536,0.29,-0.10937059912832633,0.027346207901646748,1.0,-0.4396060230304706,0.05469974680726085,1.0,0.16515706426540766,0.05468529956416317,8.30169951645443,18.885046657867754,-0.2395801861830842,0.037976640637858196,0.5,-0.40470230550426867,0.0417024242697442,0.5,-0.07445806686189974,0.03723086154967908,1.0,-0.40470230550426867,0.06458612329614878,1.0,0.17680166159629485,0.03722903343094987,8.887011401103948,12.713901337828156,0.8894982848301294,0.34619235975167617,1.2356906445818057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
